Route_Code,Route_ID,Route_Name,Action_Taken,New_Route_ID,Displaced_Operator_Class,Route_KM,Route_Type,OSRM_Duration_S,Cycle_Time_Min,Congestion_Zone,N_Stops_Estimated,Stop_Penalty_Min,Sharp_Turns,Junction_Penalty_Min,Pop_Score,POI_Score,Road_Multiplier,Final_CDI,Social_Flag,Priority_Band,Headway_Min,Fleet_Required,HPV_Count,MPV_Count,LPV_Count,CMP_Trunk,CMP_Route_ID,Population_Served,Population_Served_Raw,Corridor_Competitors,HV_POI_Count,Overlap_Metric,Geo_Source,Tourist_Corridor,Seasonal_Operability,District_HQ_Floor,SSCL_CDI_Conflict,SSCL_CDI_Conflict_Strong,SSCL_CDI_Conflict_Weak_SSCL,Daily_Trips,Daily_KM,Daily_Capacity_Pax,Daily_Demand_Pax,Load_Ratio,Load_Flag,Pax_Journey_Time_Min,Journey_Time_Flag,Daily_Revenue_INR,Daily_Op_Cost_INR,Viability_Ratio,Subsidy_Risk_Flag,Emissions_GCO2_Daily,Equity_Score,Map_File
SRSR10101860-31,R0215,Hazratbal to LD,MERGED_INTO_TRUNK,FDR-153,LPV / Tempo,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,86.0,0.0,Red_NoCapacity,56.0,True,864.0,29421.0,0.029,False,429995.0,0.138,route_maps_kashmir/FDR-153.html
SRSR10101860-32,R0216,Hazratbal to LD,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,86.0,0.0,Red_NoCapacity,56.0,True,864.0,29421.0,0.029,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
SRBG10025821-05,R0217,Soura to Parimpora,MERGED_INTO_TRUNK,TRK-039,Private Minibus,11.326,Urban,779.0,90.6,City_Core,22,11.0,14,7.0,0.6429,0.2425,1.25,0.4427,False,MP,35,0,0,0,0,False,,0,76952,228,50,0.1099,OSRM,False,Year_Round,False,False,False,False,54.9,621.3,0.0,114.0,0.0,Red_NoCapacity,68.3,True,1139.0,40385.0,0.028,True,590246.0,0.107,route_maps_kashmir/TRK-039.html
SRSR10100840-22,R0218,Batamallo to Panthachowk,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,136.0,0.0,Red_NoCapacity,66.6,True,1359.0,62172.0,0.022,True,908665.0,0.177,route_maps_kashmir/FDR-021.html
BGSR02102140-20,R0219,Parimpora to Panthachowk,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,56.0,0.0,Red_NoCapacity,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
SRPW10086005-07,R0220,LD to Pampore,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,54.0,0.0,Red_NoCapacity,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
BGSP02092119-01,R0221,Parimpora to Pathachowk,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,56.0,0.0,Red_NoCapacity,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
BGBG02022104-07,R0222,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,27.978,Peri_Urban,1972.1,139.9,City_Core,55,27.5,12,6.0,0.1345,0.0175,1.25,0.076,False,LP,35,0,0,0,0,False,,0,75543,196,15,0.1054,OSRM,False,Year_Round,False,False,False,False,54.9,1534.8,0.0,108.0,0.0,Red_NoCapacity,93.0,True,1085.0,99762.0,0.011,True,1458053.0,0.122,route_maps_kashmir/FDR-320.html
SRPW10086005-08,R0223,LD to Pampore,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,54.0,0.0,Red_NoCapacity,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
SRSR10100840-23,R0224,Batamallo to Panthachowk,RETAINED_AS_FEEDER,FDR-037,,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,0.75,0.2762,False,LP,35,4,0,0,4,False,,13603,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,881.0,136.0,0.154,Amber_Under,66.6,True,1359.0,62172.0,0.022,True,908665.0,0.177,route_maps_kashmir/FDR-037.html
BGBG02022104-08,R0225,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1151,0.0125,1.25,0.0638,False,LP,35,0,0,0,0,False,,0,57658,166,9,0.1071,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,96.0,0.0,Red_NoCapacity,79.6,True,962.0,80810.0,0.012,True,1181066.0,0.11,route_maps_kashmir/FDR-320.html
BGBG02022104-09,R0226,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1151,0.0125,1.25,0.0638,False,LP,35,0,0,0,0,False,,0,57658,166,9,0.1071,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,96.0,0.0,Red_NoCapacity,79.6,True,962.0,80810.0,0.012,True,1181066.0,0.11,route_maps_kashmir/FDR-320.html
BGSR02102140-21,R0227,Parimpora to Panthachowk,MERGED_INTO_TRUNK,FDR-225,LPV / Tempo,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,56.0,0.0,Red_NoCapacity,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-225.html
BGSR02102140-22,R0228,Parimpora to Panthachowk,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,56.0,0.0,Red_NoCapacity,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
SRSR10101860-33,R0229,Hazratbal to LD,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,86.0,0.0,Red_NoCapacity,56.0,True,864.0,29421.0,0.029,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
BGSR02102262-01,R0230,Rangpora to Lalchowk,RETAINED_AS_FEEDER,FDR-096,,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8554,0.5286,0.75,0.692,False,HP,20,7,0,0,7,False,,9555,118930,303,96,0.1256,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,1203.0,203.0,0.169,Amber_Under,71.4,True,2028.0,87254.0,0.023,True,1275250.0,0.124,route_maps_kashmir/FDR-096.html
SRSR10100840-24,R0231,Batamallo to Panthachowk,MERGED_INTO_TRUNK,FDR-037,LPV / Tempo,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,136.0,0.0,Red_NoCapacity,66.6,True,1359.0,62172.0,0.022,True,908665.0,0.177,route_maps_kashmir/FDR-037.html
BGSR02102262-02,R0232,Rangpora to Lalchowk,MERGED_INTO_TRUNK,FDR-096,LPV / Tempo,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8554,0.5286,1.25,0.692,False,HP,20,0,0,0,0,False,,0,118930,303,96,0.1256,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,0.0,203.0,0.0,Red_NoCapacity,71.4,True,2028.0,87254.0,0.023,True,1275250.0,0.124,route_maps_kashmir/FDR-096.html
BGSR02102262-03,R0233,Rangpora to Lalchowk,RETAINED_AS_FEEDER,FDR-098,,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8554,0.5286,0.75,0.692,False,HP,20,7,0,7,0,False,,9555,118930,303,96,0.1256,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,2106.0,203.0,0.096,Amber_Under,71.4,True,2028.0,87254.0,0.023,True,1275250.0,0.124,route_maps_kashmir/FDR-098.html
SRSR10100840-25,R0234,Batamallo to Panthachowk,MERGED_INTO_TRUNK,FDR-021,Private Minibus,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,136.0,0.0,Red_NoCapacity,66.6,True,1359.0,62172.0,0.022,True,908665.0,0.177,route_maps_kashmir/FDR-021.html
BGSR02102140-23,R0235,Parimpora to Panthachowk,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,56.0,0.0,Red_NoCapacity,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
BGSP02092119-02,R0236,Parimpora to Pathachowk,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,56.0,0.0,Red_NoCapacity,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
SRPW10086005-09,R0237,LD to Pampore,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,54.0,0.0,Red_NoCapacity,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
BGPW02082105-02,R0238,Parimpora to Pampore,RETAINED_AS_FEEDER,FDR-251,,23.817,Peri_Urban,1805.8,119.1,City_Core,47,23.5,4,2.0,0.5714,0.2644,0.75,0.4179,False,MP,35,5,0,0,5,False,,11026,148103,327,82,0.2023,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1306.5,806.0,66.0,0.082,Amber_Under,82.6,True,664.0,84925.0,0.008,True,1241206.0,0.143,route_maps_kashmir/FDR-251.html
BGBG02022104-10,R0239,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1151,0.0125,1.25,0.0638,False,LP,35,0,0,0,0,False,,0,57658,166,9,0.1071,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,96.0,0.0,Red_NoCapacity,79.6,True,962.0,80810.0,0.012,True,1181066.0,0.11,route_maps_kashmir/FDR-320.html
BGPW02082105-03,R0240,Parimpora to Pampore,MERGED_INTO_TRUNK,FDR-250,Private Minibus,23.817,Peri_Urban,1805.8,119.1,City_Core,47,23.5,4,2.0,0.5714,0.2644,1.25,0.4179,False,MP,35,0,0,0,0,False,,0,148103,327,82,0.2023,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1306.5,0.0,66.0,0.0,Red_NoCapacity,82.6,True,664.0,84925.0,0.008,True,1241206.0,0.143,route_maps_kashmir/FDR-250.html
SRPW10086005-10,R0241,LD to Pampore,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,54.0,0.0,Red_NoCapacity,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
SRSR10100840-26,R0242,Batamallo to Panthachowk,MERGED_INTO_TRUNK,FDR-037,LPV / Tempo,17.436,Peri_Urban,1539.8,87.2,Peri_Urban,34,17.0,7,3.5,0.4598,0.0926,1.25,0.2762,False,MP,35,0,0,0,0,False,,0,92763,166,29,0.122,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,956.5,0.0,136.0,0.0,Red_NoCapacity,66.6,True,1359.0,62172.0,0.022,True,908665.0,0.177,route_maps_kashmir/FDR-037.html
BGPW02082105-04,R0243,Parimpora to Pampore,MERGED_INTO_TRUNK,FDR-250,Private Minibus,23.817,Peri_Urban,1805.8,119.1,City_Core,47,23.5,4,2.0,0.5714,0.2644,1.25,0.4179,False,MP,35,0,0,0,0,False,,0,148103,327,82,0.2023,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1306.5,0.0,66.0,0.0,Red_NoCapacity,82.6,True,664.0,84925.0,0.008,True,1241206.0,0.143,route_maps_kashmir/FDR-250.html
BGBG02022104-11,R0244,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1151,0.0125,1.25,0.0638,False,LP,35,0,0,0,0,False,,0,57658,166,9,0.1071,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,96.0,0.0,Red_NoCapacity,79.6,True,962.0,80810.0,0.012,True,1181066.0,0.11,route_maps_kashmir/FDR-320.html
BGBG02022104-12,R0245,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1151,0.0125,1.25,0.0638,False,LP,35,0,0,0,0,False,,0,57658,166,9,0.1071,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,96.0,0.0,Red_NoCapacity,79.6,True,962.0,80810.0,0.012,True,1181066.0,0.11,route_maps_kashmir/FDR-320.html
SRSR10106360-02,R0246,Malbagh to LD,RETAINED_AS_FEEDER,FDR-105,,9.178,Urban,1169.0,73.4,City_Core,18,9.0,8,4.0,0.9916,0.332,0.75,0.6618,True,HP,20,5,0,0,5,False,,10674,88125,201,49,0.0976,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,881.1,1308.0,292.0,0.223,Amber_Under,52.2,True,2915.0,57271.0,0.051,False,837034.0,0.208,route_maps_kashmir/FDR-105.html
SRPW10086005-11,R0247,LD to Pampore,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,54.0,0.0,Red_NoCapacity,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
SRSR10101860-34,R0248,Hazratbal to LD,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,86.0,0.0,Red_NoCapacity,56.0,True,864.0,29421.0,0.029,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
BGBG02022104-13,R0249,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1151,0.0125,1.25,0.0638,False,LP,35,0,0,0,0,False,,0,57658,166,9,0.1071,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,96.0,0.0,Red_NoCapacity,79.6,True,962.0,80810.0,0.012,True,1181066.0,0.11,route_maps_kashmir/FDR-320.html
SRPW10086005-12,R0250,LD to Pampore,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,54.0,0.0,Red_NoCapacity,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
BGSR02102262-04,R0251,Rangpora to Lalchowk,MERGED_INTO_TRUNK,FDR-096,LPV / Tempo,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8554,0.5286,1.25,0.692,False,HP,20,0,0,0,0,False,,0,118930,303,96,0.1256,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,0.0,203.0,0.0,Red_NoCapacity,71.4,True,2028.0,87254.0,0.023,True,1275250.0,0.124,route_maps_kashmir/FDR-096.html
SRPW10086005-13,R0252,LD to Pampore,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,54.0,0.0,Red_NoCapacity,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
BGSR02102262-05,R0253,Rangpora to Lalchowk,MERGED_INTO_TRUNK,FDR-096,LPV / Tempo,13.983,Urban,853.2,111.7,City_Core,27,13.5,12,6.0,0.8554,0.5286,1.25,0.692,False,HP,20,0,0,0,0,False,,0,118930,303,96,0.1256,OSRM,False,Year_Round,False,False,False,False,96.0,1342.4,0.0,203.0,0.0,Red_NoCapacity,71.4,True,2028.0,87254.0,0.023,True,1275250.0,0.124,route_maps_kashmir/FDR-096.html
SRPW10086005-14,R0254,LD to Pampore,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,54.0,0.0,Red_NoCapacity,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
SRSR10101860-35,R0255,Hazratbal to LD,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,86.0,0.0,Red_NoCapacity,56.0,True,864.0,29421.0,0.029,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
SRSR10103460-09,R0256,Lalbazar to LD,MERGED_INTO_TRUNK,FDR-078,Private Minibus,9.308,Urban,1072.3,74.5,City_Core,18,9.0,7,3.5,1.0,0.4872,1.25,0.7436,True,HP,20,0,0,0,0,False,,0,90006,234,62,0.1482,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,893.6,0.0,168.0,0.0,Red_NoCapacity,52.8,True,1684.0,58082.0,0.029,False,848890.0,0.183,route_maps_kashmir/FDR-078.html
SRSR10103460-10,R0257,Lalbazar to LD,MERGED_INTO_TRUNK,FDR-078,Private Minibus,9.308,Urban,1072.3,74.5,City_Core,18,9.0,7,3.5,1.0,0.4872,1.25,0.7436,True,HP,20,0,0,0,0,False,,0,90006,234,62,0.1482,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,893.6,0.0,168.0,0.0,Red_NoCapacity,52.8,True,1684.0,58082.0,0.029,False,848890.0,0.183,route_maps_kashmir/FDR-078.html
SRPW10086005-15,R0258,LD to Pampore,MERGED_INTO_TRUNK,FDR-260,Private Minibus,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,1.25,0.3803,True,MP,35,0,0,0,0,False,,0,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,0.0,54.0,0.0,Red_NoCapacity,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-260.html
BGSR02102140-24,R0259,Parimpora to Panthachowk,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,56.0,0.0,Red_NoCapacity,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
SRSR10101860-36,R0260,Hazratbal to LD,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,86.0,0.0,Red_NoCapacity,56.0,True,864.0,29421.0,0.029,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
SRSR10101860-37,R0261,Hazratbal to LD,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,86.0,0.0,Red_NoCapacity,56.0,True,864.0,29421.0,0.029,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
BGSP02092119-03,R0262,Parimpora to Pathachowk,MERGED_INTO_TRUNK,FDR-227,Private Minibus,21.307,Peri_Urban,1713.4,106.5,City_Core,42,21.0,5,2.5,0.5757,0.274,1.25,0.4248,False,MP,35,0,0,0,0,False,,0,133241,327,73,0.2159,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1168.8,0.0,56.0,0.0,Red_NoCapacity,76.2,True,560.0,75975.0,0.007,True,1110399.0,0.129,route_maps_kashmir/FDR-227.html
SRSR10101860-38,R0263,Hazratbal to LD,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,86.0,0.0,Red_NoCapacity,56.0,True,864.0,29421.0,0.029,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
BGBG02022104-14,R0264,Parimpora to Budgam,MERGED_INTO_TRUNK,FDR-320,Private Minibus,22.663,Peri_Urban,1638.0,113.3,City_Core,45,22.5,7,3.5,0.1151,0.0125,1.25,0.0638,False,LP,35,0,0,0,0,False,,0,57658,166,9,0.1071,OSRM,False,Year_Round,False,False,False,False,54.9,1243.2,0.0,96.0,0.0,Red_NoCapacity,79.6,True,962.0,80810.0,0.012,True,1181066.0,0.11,route_maps_kashmir/FDR-320.html
SRSR10101860-39,R0265,Hazratbal to LD,MERGED_INTO_TRUNK,FDR-123,Private Minibus,8.251,Urban,1283.5,66.0,City_Core,16,8.0,10,5.0,0.6412,0.2912,1.25,0.4662,True,MP,35,0,0,0,0,False,,0,55948,193,34,0.1245,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,452.6,0.0,86.0,0.0,Red_NoCapacity,56.0,True,864.0,29421.0,0.029,False,429995.0,0.138,route_maps_kashmir/FDR-123.html
SRPW10086005-16,R0266,LD to Pampore,RETAINED_AS_FEEDER,FDR-275,,15.854,Peri_Urban,1392.5,79.3,City_Core,31,15.5,6,3.0,0.5295,0.2311,0.75,0.3803,True,MP,35,4,0,0,4,False,,8375,93243,271,50,0.1896,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,869.7,968.0,54.0,0.056,Amber_Under,62.6,True,538.0,56531.0,0.01,False,826220.0,0.163,route_maps_kashmir/FDR-275.html
SRAN10015813-03,R0267,Soura to Railway Station,MERGED_INTO_TRUNK,FDR-179,Private Minibus,18.799,Peri_Urban,1610.0,94.0,City_Core,37,18.5,8,4.0,0.573,0.3462,1.25,0.4596,False,MP,35,0,0,0,0,False,,0,117138,300,91,0.1583,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,54.9,1031.3,0.0,73.0,0.0,Red_NoCapacity,70.0,True,732.0,67032.0,0.011,True,979696.0,0.124,route_maps_kashmir/FDR-179.html
SRBG10026121-02,R0268,Saidakadal to Parimpora,MERGED_INTO_TRUNK,FDR-203,Private Minibus,14.556,Urban,1441.1,116.4,City_Core,29,14.5,11,5.5,0.7935,0.3798,1.25,0.5866,False,HP,20,0,0,0,0,False,,0,116554,342,63,0.1796,OSRM+JhelumBridge,False,Year_Round,False,False,False,False,96.0,1397.4,0.0,123.0,0.0,Red_NoCapacity,73.7,True,1232.0,90829.0,0.014,True,1327507.0,0.108,route_maps_kashmir/FDR-203.html
